date,harga_beras_kateng,harga_beras_nasional,lag_nasional_1,rolling_nasional_7,lag_nasional_3,rolling_nasional_14,rolling_global_30,lag_global_30,rolling_global_14,lag_global_7,global_price
2025-05-22,17513.043478260868,1.9046828509905225,1.929727046084415,1.989520895698734,1.9799474438706413,2.0883016243523076,-0.5951131989435755,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-23,17521.739130434784,1.8811077043606381,1.90614391021576,1.965807585542147,1.9563479290150607,2.0644440526308894,-0.5876345781978958,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-24,17530.434782608696,1.8575325577307538,1.882560774347105,1.94209427538556,1.9327484141594802,2.0405864809094716,-0.5801559574522154,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-25,17539.130434782608,1.8339574111008692,1.8589776384784498,1.918380965228973,1.9091488993038999,2.016728909188052,-0.5726773367065356,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-26,17547.82608695652,1.8103822644709848,1.8353945026097946,1.8946676550723844,1.8855493844483193,1.9928713374666351,-0.5651987159608552,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-27,17556.521739130436,1.7868071178410991,1.8118113667411395,1.8709543449157975,1.8619498695927388,1.9690137657452171,-0.5577200952151756,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-28,17565.217391304348,1.7632319712112148,1.7882282308724833,1.8472410347592116,1.8383503547371585,1.945156194023799,-0.5502414744694959,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-29,17573.91304347826,1.7396568245813302,1.7646450950038282,1.8235277246026245,1.814750839881578,1.921298622302382,-0.5427628537238163,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-30,17582.608695652172,1.7160816779514458,1.741061959135173,1.7998144144460362,1.7911513250259963,1.8974410505809627,-0.535284232978135,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-31,17591.304347826088,1.6925065313215615,1.717478823266518,1.7761011042894492,1.7675518101704157,1.8735834788595445,-0.535284232978135,-0.5243156915854469,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-06-01,17600.0,1.6689313846916771,1.6938956873978628,1.7523877941328634,1.7439522953148352,1.8497259071381265,-0.535284232978135,-0.5243156915854469,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-06-02,17450.0,1.736709931252595,1.6703125515292077,1.7418014949558152,1.7203527804592549,1.8324717704467424,-0.535284232978135,-0.5243156915854469,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-06-03,17450.0,1.736709931252595,1.7381140671515913,1.7346028115154224,1.6967532656036743,1.8169217460211762,-0.535284232978135,-0.5243156915854469,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
